route,file_path,template_family,indexable,status,blocking_failures,warnings,title,description,canonical,expected_canonical,robots,og_title,og_description,og_type,og_url,og_image,meta_refresh
/salesforce-b2c-commerce-cloud-november-2022-updates/,public/salesforce-b2c-commerce-cloud-november-2022-updates/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud November 2022 Updates | Rhino Inquisitor,"A closer look at the November 2022 B2C Commerce Cloud updates, including cartridge releases, tooling changes, and SCAPI work.",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-november-2022-updates/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-november-2022-updates/,"index, follow",Salesforce B2C Commerce Cloud November 2022 Updates | Rhino Inquisitor,"A closer look at the November 2022 B2C Commerce Cloud updates, including cartridge releases, tooling changes, and SCAPI work.",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-november-2022-updates/,https://www.rhino-inquisitor.com/media/2022/shopping-cart-in-the-clouds-4e07433888_hu_e067fd3b8ccbdd10.webp,no
/salesforce-b2c-commerce-cloud-documentation/,public/salesforce-b2c-commerce-cloud-documentation/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Documentation | Rhino Inquisitor,Finding the documentation for a specific topic in Salesforce B2C Commerce Cloud can be a challenge sometimes. These are the options!,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-documentation/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-documentation/,"index, follow",Salesforce B2C Commerce Cloud Documentation | Rhino Inquisitor,Finding the documentation for a specific topic in Salesforce B2C Commerce Cloud can be a challenge sometimes. These are the options!,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-documentation/,https://www.rhino-inquisitor.com/media/2022/documentation-ea8c96aa90_hu_5d4a07a1e9f04ee9.webp,no
/salesforce-b2c-commerce-cloud-erd/,public/salesforce-b2c-commerce-cloud-erd/index.html,page,yes,pass,,,The Salesforce B2C Commerce Cloud Data Model explained | Rhino Inquisitor,"view on Lucidchart An unofficial overview of the SFCC data model Once upon a time, a budding developer wanted to work with Salesforce B2C Commerce Cloud.",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-erd/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-erd/,"index, follow",The Salesforce B2C Commerce Cloud Data Model explained | Rhino Inquisitor,"view on Lucidchart An unofficial overview of the SFCC data model Once upon a time, a budding developer wanted to work with Salesforce B2C Commerce Cloud.",website,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-erd/,https://www.rhino-inquisitor.com/media/2023/salesforce-b2c-commerce-cloud-erd-0bdb8b007c_hu_e4ddb9d628465b2c.webp,no
/salesforce-b2c-commerce-cloud-governance-and-quotas/,public/salesforce-b2c-commerce-cloud-governance-and-quotas/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Governance and Quotas | Rhino Inquisitor,Salesforce Platform Limits and Quotas are not new and exist for a reason. But why? And are there limits that are not documented?,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-governance-and-quotas/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-governance-and-quotas/,"index, follow",Salesforce B2C Commerce Cloud Governance and Quotas | Rhino Inquisitor,Salesforce Platform Limits and Quotas are not new and exist for a reason. But why? And are there limits that are not documented?,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-governance-and-quotas/,https://www.rhino-inquisitor.com/media/2022/quota-limits-27eb2c93aa_hu_1f89d4ef56811b84.webp,no
/salesforce-b2c-commerce-cloud-october-updates/,public/salesforce-b2c-commerce-cloud-october-updates/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud October Updates | Rhino Inquisitor,"There are no official updates in October, but that doesn't mean that nothing is moving! Let us have a look at what has changed!",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-october-updates/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-october-updates/,"index, follow",Salesforce B2C Commerce Cloud October Updates | Rhino Inquisitor,"There are no official updates in October, but that doesn't mean that nothing is moving! Let us have a look at what has changed!",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-october-updates/,https://www.rhino-inquisitor.com/media/2022/people-upgrading-a-server-rack-0c2ba08791_hu_136c1b20ff8b8f62.webp,no
/salesforce-b2c-commerce-the-22-5-release/,public/salesforce-b2c-commerce-the-22-5-release/index.html,post,yes,pass,,,Salesforce B2C Commerce: The 22.5 Release | Rhino Inquisitor,Review the Salesforce B2C Commerce Cloud 22.5 release notes and the platform updates developers should test or plan for.,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-5-release/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-5-release/,"index, follow",Salesforce B2C Commerce: The 22.5 Release | Rhino Inquisitor,Review the Salesforce B2C Commerce Cloud 22.5 release notes and the platform updates developers should test or plan for.,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-5-release/,https://www.rhino-inquisitor.com/media/2022/b2c-control-center-3581b7d6c3_hu_80846a18b5c0748.webp,no
/salesforce-b2c-commerce-the-22-6-release/,public/salesforce-b2c-commerce-the-22-6-release/index.html,post,yes,pass,,,Salesforce B2C Commerce: The 22.6 Release | Rhino Inquisitor,Are you interested in what is new in each Salesforce B2C Commerce Cloud release? Then this is the article for you! Let us look at 22.6,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-6-release/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-6-release/,"index, follow",Salesforce B2C Commerce: The 22.6 Release | Rhino Inquisitor,Are you interested in what is new in each Salesforce B2C Commerce Cloud release? Then this is the article for you! Let us look at 22.6,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-the-22-6-release/,https://www.rhino-inquisitor.com/media/2022/22-6-release-einstein-dashboards-722f4cbace_hu_ca077a203170e111.webp,no
/salesforce-b2c-commerce-cloud-the-22-7-release/,public/salesforce-b2c-commerce-cloud-the-22-7-release/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud: The 22.7 Release | Rhino Inquisitor,Are you interested in what is new in each Salesforce B2C Commerce Cloud release? Then this is the article for you! Let us look at 22.7 (July),https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-the-22-7-release/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-the-22-7-release/,"index, follow",Salesforce B2C Commerce Cloud: The 22.7 Release | Rhino Inquisitor,Are you interested in what is new in each Salesforce B2C Commerce Cloud release? Then this is the article for you! Let us look at 22.7 (July),article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-the-22-7-release/,https://www.rhino-inquisitor.com/media/2022/apache-rhino-engine-279b4d3146_hu_2cfc7c02792489b0.webp,no
/salesforce-connections-2024-and-sfcc/,public/salesforce-connections-2024-and-sfcc/index.html,post,yes,pass,,,Salesforce Connections 2024 and B2C Commerce Cloud | Rhino Inquisitor,"The wait is almost over. Next week, it is time for Salesforce Connections 2024. Read the full article on Rhino Inquisitor for implementation details.",https://www.rhino-inquisitor.com/salesforce-connections-2024-and-sfcc/,https://www.rhino-inquisitor.com/salesforce-connections-2024-and-sfcc/,"index, follow",Salesforce Connections 2024 and B2C Commerce Cloud | Rhino Inquisitor,"The wait is almost over. Next week, it is time for Salesforce Connections 2024. Read the full article on Rhino Inquisitor for implementation details.",article,https://www.rhino-inquisitor.com/salesforce-connections-2024-and-sfcc/,https://www.rhino-inquisitor.com/media/2024/salesforce-in-chicago-e1715782032168-b85c6a08d6_hu_548894a4a2893475.webp,no
/salesforce-commerce-cloud-products/,public/salesforce-commerce-cloud-products/index.html,post,yes,pass,,,9 Salesforce Commerce Cloud Products | Rhino Inquisitor,"Salesforce Commerce Cloud has gotten a lot bigger in the past few years, adding more and more products to the ""name."" Let us go over them!",https://www.rhino-inquisitor.com/salesforce-commerce-cloud-products/,https://www.rhino-inquisitor.com/salesforce-commerce-cloud-products/,"index, follow",9 Salesforce Commerce Cloud Products | Rhino Inquisitor,"Salesforce Commerce Cloud has gotten a lot bigger in the past few years, adding more and more products to the ""name."" Let us go over them!",article,https://www.rhino-inquisitor.com/salesforce-commerce-cloud-products/,https://www.rhino-inquisitor.com/media/2022/salesforce-commerce-cloud-af0419a10b_hu_db52d0f018da7619.webp,no
/salesforce-payments-experience-explained/,public/salesforce-payments-experience-explained/index.html,post,yes,pass,,,Salesforce Payments Explained | Rhino Inquisitor,"Understand what Salesforce Payments changes for SFCC integrations, checkout design, and the overall payment implementation path.",https://www.rhino-inquisitor.com/salesforce-payments-experience-explained/,https://www.rhino-inquisitor.com/salesforce-payments-experience-explained/,"index, follow",Salesforce Payments Explained | Rhino Inquisitor,"Understand what Salesforce Payments changes for SFCC integrations, checkout design, and the overall payment implementation path.",article,https://www.rhino-inquisitor.com/salesforce-payments-experience-explained/,https://www.rhino-inquisitor.com/media/2023/person-holding-creditcard-next-to-register-vintage-scaled-859dbc394a_hu_487af38e2fb81373.webp,no
/scaffold-readiness/,public/scaffold-readiness/index.html,page,yes,pass,,,Scaffold Readiness | Rhino Inquisitor,Published placeholder page used to confirm the Phase 3 scaffold can build representative non-post content.,https://www.rhino-inquisitor.com/scaffold-readiness/,https://www.rhino-inquisitor.com/scaffold-readiness/,"index, follow",Scaffold Readiness | Rhino Inquisitor,Published placeholder page used to confirm the Phase 3 scaffold can build representative non-post content.,website,https://www.rhino-inquisitor.com/scaffold-readiness/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/secure-coding-in-salesforce-b2c-commerce-cloud/,public/secure-coding-in-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Secure Coding in Salesforce B2C Commerce Cloud | Rhino Inquisitor,Security within Salesforce B2C Commerce might not be a concern because of out-of-the-box features. There are a few things to keep in mind!,https://www.rhino-inquisitor.com/secure-coding-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/secure-coding-in-salesforce-b2c-commerce-cloud/,"index, follow",Secure Coding in Salesforce B2C Commerce Cloud | Rhino Inquisitor,Security within Salesforce B2C Commerce might not be a concern because of out-of-the-box features. There are a few things to keep in mind!,article,https://www.rhino-inquisitor.com/secure-coding-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/code-security-147ad97b77_hu_82eeb07f320ef587.webp,no
/sfcc-24-1-release-a-new-year-update/,public/sfcc-24-1-release-a-new-year-update/index.html,post,yes,pass,,,Commerce Cloud 24.1 Release: A New Year Update | Rhino Inquisitor,"A new year means release notes for the back end have started again! This time, we look at the January 2024 (24.1) release!",https://www.rhino-inquisitor.com/sfcc-24-1-release-a-new-year-update/,https://www.rhino-inquisitor.com/sfcc-24-1-release-a-new-year-update/,"index, follow",Commerce Cloud 24.1 Release: A New Year Update | Rhino Inquisitor,"A new year means release notes for the back end have started again! This time, we look at the January 2024 (24.1) release!",article,https://www.rhino-inquisitor.com/sfcc-24-1-release-a-new-year-update/,https://www.rhino-inquisitor.com/media/2024/shopping-carts-to-the-shredder-735353fe04_hu_ffc4a3133de9aaee.webp,no
/sending-emails-from-sfcc/,public/sending-emails-from-sfcc/index.html,post,yes,pass,,,Sending Emails from SFCC | Rhino Inquisitor,"This article covers the reasons for opting to send emails via Salesforce Commerce Cloud, the platform's limitations, the steps for programmatically",https://www.rhino-inquisitor.com/sending-emails-from-sfcc/,https://www.rhino-inquisitor.com/sending-emails-from-sfcc/,"index, follow",Sending Emails from SFCC | Rhino Inquisitor,"This article covers the reasons for opting to send emails via Salesforce Commerce Cloud, the platform's limitations, the steps for programmatically",article,https://www.rhino-inquisitor.com/sending-emails-from-sfcc/,https://www.rhino-inquisitor.com/media/2024/delivering-mail-in-sfcc-c46d2358ed_hu_ce0ad3957115312.webp,no
/sfcc-basket-order-erd/,public/sfcc-basket-order-erd/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Basket & Order ERD | Rhino Inquisitor,Are you wondering what entities make up a basket or order in SFCC and how they are connected? Then look no more! Here is a small ERD.,https://www.rhino-inquisitor.com/sfcc-basket-order-erd/,https://www.rhino-inquisitor.com/sfcc-basket-order-erd/,"index, follow",Salesforce B2C Commerce Cloud Basket & Order ERD | Rhino Inquisitor,Are you wondering what entities make up a basket or order in SFCC and how they are connected? Then look no more! Here is a small ERD.,article,https://www.rhino-inquisitor.com/sfcc-basket-order-erd/,https://www.rhino-inquisitor.com/media/2023/digital-shopping-carts-in-a-forest-a68ea4285a_hu_99e9e07b6ea5686f.webp,no
/server-side-performance-in-sfcc/,public/server-side-performance-in-sfcc/index.html,post,yes,pass,,,Server-Side Performance Troubleshooting in SFCC | Rhino Inquisitor,Performance is important for any eCommerce site. You need to make sure your content loads quickly and customers can start shopping!,https://www.rhino-inquisitor.com/server-side-performance-in-sfcc/,https://www.rhino-inquisitor.com/server-side-performance-in-sfcc/,"index, follow",Server-Side Performance Troubleshooting in SFCC | Rhino Inquisitor,Performance is important for any eCommerce site. You need to make sure your content loads quickly and customers can start shopping!,article,https://www.rhino-inquisitor.com/server-side-performance-in-sfcc/,https://www.rhino-inquisitor.com/media/2022/performance-8200eea3e8_hu_333d0dfb13c2e11e.webp,no
/sfcc-introduction/,public/sfcc-introduction/index.html,post,yes,pass,,,B2C Commerce Cloud: Features and Tech Stacks | Rhino Inquisitor,"An introduction to Salesforce B2C Commerce Cloud, covering core platform features, typical tech stacks, and where new teams should start learning.",https://www.rhino-inquisitor.com/sfcc-introduction/,https://www.rhino-inquisitor.com/sfcc-introduction/,"index, follow",B2C Commerce Cloud: Features and Tech Stacks | Rhino Inquisitor,"An introduction to Salesforce B2C Commerce Cloud, covering core platform features, typical tech stacks, and where new teams should start learning.",article,https://www.rhino-inquisitor.com/sfcc-introduction/,https://www.rhino-inquisitor.com/media/2024/b2c-commerce-cloud-introduction-323fe8bb6c_hu_db0cfc4501e81354.webp,no
/should-i-get-javascript-developer-i-certified/,public/should-i-get-javascript-developer-i-certified/index.html,post,yes,pass,,,Should I get JavaScript Developer I certified? | Rhino Inquisitor,JavaScript is part of the day-to-day business in Salesforce B2C Commerce Cloud. But should you try to get the certification?,https://www.rhino-inquisitor.com/should-i-get-javascript-developer-i-certified/,https://www.rhino-inquisitor.com/should-i-get-javascript-developer-i-certified/,"index, follow",Should I get JavaScript Developer I certified? | Rhino Inquisitor,JavaScript is part of the day-to-day business in Salesforce B2C Commerce Cloud. But should you try to get the certification?,article,https://www.rhino-inquisitor.com/should-i-get-javascript-developer-i-certified/,https://www.rhino-inquisitor.com/media/2022/javascript-b29bda21e4_hu_50c815fca9a45879.webp,no
/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,public/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.html,post,yes,pass,,,Use SFRA REST Endpoints in a Composable Storefront? | Rhino Inquisitor,"When working with Salesforce B2C Commerce Cloud in a hybrid approach (using SFRA with a Composable Storefront project), you naturally end up with some",https://www.rhino-inquisitor.com/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,https://www.rhino-inquisitor.com/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,"index, follow",Use SFRA REST Endpoints in a Composable Storefront? | Rhino Inquisitor,"When working with Salesforce B2C Commerce Cloud in a hybrid approach (using SFRA with a Composable Storefront project), you naturally end up with some",article,https://www.rhino-inquisitor.com/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,https://www.rhino-inquisitor.com/media/2024/a-modern-building-connected-to-old-architecture-b9920e4c92_hu_4e721beb629ed888.webp,no
/simplifying-the-salesforce-order-of-execution/,public/simplifying-the-salesforce-order-of-execution/index.html,post,yes,pass,,,Simplifying the Salesforce Order of Execution | Rhino Inquisitor,How can we simplify the Order of Execution in Salesforce? Find out in this article where we only use modern and KISS solutions!,https://www.rhino-inquisitor.com/simplifying-the-salesforce-order-of-execution/,https://www.rhino-inquisitor.com/simplifying-the-salesforce-order-of-execution/,"index, follow",Simplifying the Salesforce Order of Execution | Rhino Inquisitor,How can we simplify the Order of Execution in Salesforce? Find out in this article where we only use modern and KISS solutions!,article,https://www.rhino-inquisitor.com/simplifying-the-salesforce-order-of-execution/,https://www.rhino-inquisitor.com/media/2023/dominoes-in-middle-of-the-road-f4103f1e65_hu_bd59459ecfb0bcaa.webp,no
/sfcc-url-cracking-the-code/,public/sfcc-url-cracking-the-code/index.html,post,yes,pass,,,The Salesforce B2C Commerce Cloud URL: Cracking the Code | Rhino Inquisitor,"It should be no secret that a URL is a vital part of any website In this article, we will dissect and explain the different parts of a Salesforce B2C",https://www.rhino-inquisitor.com/sfcc-url-cracking-the-code/,https://www.rhino-inquisitor.com/sfcc-url-cracking-the-code/,"index, follow",The Salesforce B2C Commerce Cloud URL: Cracking the Code | Rhino Inquisitor,"It should be no secret that a URL is a vital part of any website In this article, we will dissect and explain the different parts of a Salesforce B2C",article,https://www.rhino-inquisitor.com/sfcc-url-cracking-the-code/,https://www.rhino-inquisitor.com/media/2023/a-hand-delicately-slicing-into-a-screen-f3543bdd31_hu_a846edbbe71e6953.webp,no
/slas-in-sfra-or-sitegenesis/,public/slas-in-sfra-or-sitegenesis/index.html,post,yes,pass,,,SLAS Session Sync in SFRA and SiteGenesis | Rhino Inquisitor,SLAS (Shopper Login And API Access Service) is one of the headless APIs made available by Salesforce. But how can we use it in SFRA?,https://www.rhino-inquisitor.com/slas-in-sfra-or-sitegenesis/,https://www.rhino-inquisitor.com/slas-in-sfra-or-sitegenesis/,"index, follow",SLAS Session Sync in SFRA and SiteGenesis | Rhino Inquisitor,SLAS (Shopper Login And API Access Service) is one of the headless APIs made available by Salesforce. But how can we use it in SFRA?,article,https://www.rhino-inquisitor.com/slas-in-sfra-or-sitegenesis/,https://www.rhino-inquisitor.com/media/2022/slas-84866c9e46_hu_f015beeebdc333d1.webp,no
/sitegenesis-vs-sfra-vs-pwa/,public/sitegenesis-vs-sfra-vs-pwa/index.html,post,yes,pass,,,SiteGenesis vs SFRA vs PWA | Rhino Inquisitor,Those interested in Salesforce B2C Commerce Cloud will hear the term SiteGenesis and SFRA (and PWA). But what is the difference?,https://www.rhino-inquisitor.com/sitegenesis-vs-sfra-vs-pwa/,https://www.rhino-inquisitor.com/sitegenesis-vs-sfra-vs-pwa/,"index, follow",SiteGenesis vs SFRA vs PWA | Rhino Inquisitor,Those interested in Salesforce B2C Commerce Cloud will hear the term SiteGenesis and SFRA (and PWA). But what is the difference?,article,https://www.rhino-inquisitor.com/sitegenesis-vs-sfra-vs-pwa/,https://www.rhino-inquisitor.com/media/2022/sfra-vs-sitegenesis-965c09b9a6_hu_c86b9aaed8b7f598.webp,no
/slicing-versus-variation-groups-in-sfcc/,public/slicing-versus-variation-groups-in-sfcc/index.html,post,yes,pass,,,Slicing versus Variation Groups in Commerce Cloud | Rhino Inquisitor,"Learn the difference between slicing and variation groups in Commerce Cloud, and when each model fits your product setup best.",https://www.rhino-inquisitor.com/slicing-versus-variation-groups-in-sfcc/,https://www.rhino-inquisitor.com/slicing-versus-variation-groups-in-sfcc/,"index, follow",Slicing versus Variation Groups in Commerce Cloud | Rhino Inquisitor,"Learn the difference between slicing and variation groups in Commerce Cloud, and when each model fits your product setup best.",article,https://www.rhino-inquisitor.com/slicing-versus-variation-groups-in-sfcc/,https://www.rhino-inquisitor.com/media/2023/a-tshirt-sliced-into-multiple-colors-scaled-4ed0b9ab1a_hu_cc6ef8353403aada.webp,no
/storefront-protection-in-the-pwa-kit/,public/storefront-protection-in-the-pwa-kit/index.html,post,yes,pass,,,Storefront Protection For Your Composable Storefront | Rhino Inquisitor,"Learn how storefront protection applies to Composable Storefront projects, where SFRA patterns still help, and what extra checks to add.",https://www.rhino-inquisitor.com/storefront-protection-in-the-pwa-kit/,https://www.rhino-inquisitor.com/storefront-protection-in-the-pwa-kit/,"index, follow",Storefront Protection For Your Composable Storefront | Rhino Inquisitor,"Learn how storefront protection applies to Composable Storefront projects, where SFRA patterns still help, and what extra checks to add.",article,https://www.rhino-inquisitor.com/storefront-protection-in-the-pwa-kit/,https://www.rhino-inquisitor.com/media/2024/storefront-protection-663257419b_hu_6399a37128dce9d3.webp,no
/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,public/submit-multipart-form-data-to-a-third-party-service-in-sfcc/index.html,post,yes,pass,,,Submit multipart/form-data in SFCC | Rhino Inquisitor,A use case you will not run into often is submitting a file to a third-party service. And it is not easy to find documentation or examples on how to do it.,https://www.rhino-inquisitor.com/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,https://www.rhino-inquisitor.com/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,"index, follow",Submit multipart/form-data in SFCC | Rhino Inquisitor,A use case you will not run into often is submitting a file to a third-party service. And it is not easy to find documentation or examples on how to do it.,article,https://www.rhino-inquisitor.com/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,https://www.rhino-inquisitor.com/media/2022/files-cb310f59d5_hu_75d0613c7c7cf216.webp,no
/swc-and-storybook-error-failed-to-load-native-binding/,public/swc-and-storybook-error-failed-to-load-native-binding/index.html,page,yes,pass,,,SWC And Storybook: Error: Failed to load native binding | Rhino Inquisitor,"When switching between my M1 MacBook and Intel X64 MacBook today, I ran into an odd error: Solution Deleting my package-lock.json file and node\",https://www.rhino-inquisitor.com/swc-and-storybook-error-failed-to-load-native-binding/,https://www.rhino-inquisitor.com/swc-and-storybook-error-failed-to-load-native-binding/,"index, follow",SWC And Storybook: Error: Failed to load native binding | Rhino Inquisitor,"When switching between my M1 MacBook and Intel X64 MacBook today, I ran into an odd error: Solution Deleting my package-lock.json file and node\",website,https://www.rhino-inquisitor.com/swc-and-storybook-error-failed-to-load-native-binding/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,public/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.html,post,yes,pass,,,Deep Dive into SFCC Meta Tag Rules | Rhino Inquisitor,"Most of us have glanced at the ""Page Meta Tag Rules"" section in Business Manager, shrugged, and moved on to what we consider 'real' code.",https://www.rhino-inquisitor.com/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,https://www.rhino-inquisitor.com/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,"index, follow",Deep Dive into SFCC Meta Tag Rules | Rhino Inquisitor,"Most of us have glanced at the ""Page Meta Tag Rules"" section in Business Manager, shrugged, and moved on to what we consider 'real' code.",article,https://www.rhino-inquisitor.com/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,https://www.rhino-inquisitor.com/media/2025/sfcc-meta-tag-rules-scaled-149974a893_hu_b7d221ebb5dddda8.webp,no
/submitting-a-file-to-a-third-party-service-in-sfcc/,public/submitting-a-file-to-a-third-party-service-in-sfcc/index.html,post,yes,pass,,,Submitting a file to a third party service in SFCC | Rhino Inquisitor,"Learn how to submit files to a third-party service from SFCC with the Service Framework, including setup concerns and pitfalls.",https://www.rhino-inquisitor.com/submitting-a-file-to-a-third-party-service-in-sfcc/,https://www.rhino-inquisitor.com/submitting-a-file-to-a-third-party-service-in-sfcc/,"index, follow",Submitting a file to a third party service in SFCC | Rhino Inquisitor,"Learn how to submit files to a third-party service from SFCC with the Service Framework, including setup concerns and pitfalls.",article,https://www.rhino-inquisitor.com/submitting-a-file-to-a-third-party-service-in-sfcc/,https://www.rhino-inquisitor.com/media/2022/file-upload-86681d338b_hu_6c7f5a1fac6aa5fd.webp,no
/the-attribute-fallback-system-in-sfcc/,public/the-attribute-fallback-system-in-sfcc/index.html,post,yes,pass,,,Attribute Fallback in SFCC Variation Groups | Rhino Inquisitor,"One of the features of B2C Commerce Cloud is the ability to create and use variation products, which share common attributes but differ in one or more",https://www.rhino-inquisitor.com/the-attribute-fallback-system-in-sfcc/,https://www.rhino-inquisitor.com/the-attribute-fallback-system-in-sfcc/,"index, follow",Attribute Fallback in SFCC Variation Groups | Rhino Inquisitor,"One of the features of B2C Commerce Cloud is the ability to create and use variation products, which share common attributes but differ in one or more",article,https://www.rhino-inquisitor.com/the-attribute-fallback-system-in-sfcc/,https://www.rhino-inquisitor.com/media/2024/a-pyramid-of-shoes-ecf8500927_hu_17a2d2ca6154fcd5.webp,no
/the-b2c-commerce-architect-certification/,public/the-b2c-commerce-architect-certification/index.html,post,yes,pass,,,B2C Commerce Architect Certification Guide | Rhino Inquisitor,"Prepare for the Salesforce B2C Commerce Architect certification with a guide to exam domains, study priorities, and practical preparation.",https://www.rhino-inquisitor.com/the-b2c-commerce-architect-certification/,https://www.rhino-inquisitor.com/the-b2c-commerce-architect-certification/,"index, follow",B2C Commerce Architect Certification Guide | Rhino Inquisitor,"Prepare for the Salesforce B2C Commerce Architect certification with a guide to exam domains, study priorities, and practical preparation.",article,https://www.rhino-inquisitor.com/the-b2c-commerce-architect-certification/,https://www.rhino-inquisitor.com/media/2023/b2c-commerce-cloud-architect-fbcc847dcd_hu_a8e825a1c9812403.webp,no
/the-deprecation-of-the-uuid-token-for-api-clients/,public/the-deprecation-of-the-uuid-token-for-api-clients/index.html,post,yes,pass,,,The deprecation of the UUID Token for API Clients | Rhino Inquisitor,Salesforce announced the deprecation of the UUID access token that you can use for integrations with SFCC. But what does it mean?,https://www.rhino-inquisitor.com/the-deprecation-of-the-uuid-token-for-api-clients/,https://www.rhino-inquisitor.com/the-deprecation-of-the-uuid-token-for-api-clients/,"index, follow",The deprecation of the UUID Token for API Clients | Rhino Inquisitor,Salesforce announced the deprecation of the UUID access token that you can use for integrations with SFCC. But what does it mean?,article,https://www.rhino-inquisitor.com/the-deprecation-of-the-uuid-token-for-api-clients/,https://www.rhino-inquisitor.com/media/2022/stop-using-uuid-account-manager-d05c5bc597_hu_581a639c9090722d.webp,no
/the-importance-of-origin-shielding/,public/the-importance-of-origin-shielding/index.html,post,yes,pass,,,Origin Shielding in Commerce Cloud | Rhino Inquisitor,"Learn why origin shielding matters in Commerce Cloud, how it protects origin infrastructure, and when to include it in your traffic strategy.",https://www.rhino-inquisitor.com/the-importance-of-origin-shielding/,https://www.rhino-inquisitor.com/the-importance-of-origin-shielding/,"index, follow",Origin Shielding in Commerce Cloud | Rhino Inquisitor,"Learn why origin shielding matters in Commerce Cloud, how it protects origin infrastructure, and when to include it in your traffic strategy.",article,https://www.rhino-inquisitor.com/the-importance-of-origin-shielding/,https://www.rhino-inquisitor.com/media/2024/protecting-your-server-26dacc7cc4_hu_766f2763be5040f4.webp,no
/the-journey-from-developer-to-architect/,public/the-journey-from-developer-to-architect/index.html,post,yes,pass,,,The journey from developer to architect | Rhino Inquisitor,"A personal look at the move from developer to architect, including the mindset shifts, trade-offs, and lessons that mattered most.",https://www.rhino-inquisitor.com/the-journey-from-developer-to-architect/,https://www.rhino-inquisitor.com/the-journey-from-developer-to-architect/,"index, follow",The journey from developer to architect | Rhino Inquisitor,"A personal look at the move from developer to architect, including the mindset shifts, trade-offs, and lessons that mattered most.",article,https://www.rhino-inquisitor.com/the-journey-from-developer-to-architect/,https://www.rhino-inquisitor.com/media/2022/developer-to-architect-0af54756df_hu_c893172d7b664365.webp,no
/the-createorders-api-in-sfcc/,public/the-createorders-api-in-sfcc/index.html,post,yes,pass,,,Create External Orders in SFCC with createOrders | Rhino Inquisitor,Learn how to use the createOrders API in SFCC to create external orders safely and fit it into existing order workflows.,https://www.rhino-inquisitor.com/the-createorders-api-in-sfcc/,https://www.rhino-inquisitor.com/the-createorders-api-in-sfcc/,"index, follow",Create External Orders in SFCC with createOrders | Rhino Inquisitor,Learn how to use the createOrders API in SFCC to create external orders safely and fit it into existing order workflows.,article,https://www.rhino-inquisitor.com/the-createorders-api-in-sfcc/,https://www.rhino-inquisitor.com/media/2023/delivery-on-a-phone-f8a4f5aeb3_hu_81c319d553634fff.webp,no
